,Farm Index,Arable Index,Pasture Index,Wood Index,Wheat,Rye,Barley,Oats,Peas,Beans,Potato,Hops Net Tax,Straw,Hay,Cheese,Butter,Milk,Wool,Beef,Mutton,Pork,Bacon,Tallow,Eggs,Firewood,Timber
unit,1860-9 = 100,1860-9 = 100,1860-9 = 100,,s./bu.,s./bu.,s./bu.,s./bu.,s./bu.,s./bu.,s./cwt.,s./cwt.,s./load,s./ton,d./lb.,d./lb.,d./gallon,d./lb.,d./lb.,d./lb.,d./lb.,d./lb.,d./lb.,d./doz.,s./100 faggots,d./ft3
index,farm,arable,pasture,wood,arable,arable,arable,arable,arable,arable,arable,arable,arable,pasture,pasture,pasture,pasture,pasture,pasture,pasture,pasture,pasture,pasture,pasture,wood,wood
1636,55.42,65.07,47.26,16.15,4.85,2.71,2.58,1.62,3.64,2.98,-1,98.56,10.35,50.53,3.84,4.57,4.32,10.14,2.61,2.63,-1,2.95,4.31,3.68,28.63,9.11
1637,60.54,73.16,51.03,16.02,4.97,4.7,3.28,1.92,4.61,4.13,-1,98.08,11.32,64.61,5.72,4.78,4.58,10.05,2.66,2.73,-1,-1,4.21,3.55,27.45,9.35
1638,61.66,74.99,50.48,17.75,5.02,-1,3.31,1.93,4.74,-1,-1,88.98,12.47,48.03,4.15,5.11,6.47,9.93,2.78,-1,-1,-1,4.4,3.45,31.91,9.87
1639,51.66,56.98,46.2,17.03,4.17,5.09,2.3,1.43,3.14,-1,-1,60.57,8.86,41.02,3.52,4.59,-1,9.55,2.75,2.73,-1,-1,4.45,2.9,30.8,9.42
1640,47.21,49.68,43.33,17.72,3.76,-1,2.03,1.14,2.2,-1,-1,58.63,8.1,44.26,-1,4.07,4.41,8.79,2.68,2.73,-1,-1,3.97,3.18,32.94,9.53
1641,52.19,58.94,44.94,17.79,4.38,-1,2.21,1.47,2.99,3.34,-1,81.44,10.05,44.97,-1,4.25,5.34,8.25,2.68,2.73,-1,-1,4.39,2.94,33.82,-1
1642,49.65,53.69,45.42,16.49,3.99,-1,2.09,1.33,2.27,1.85,-1,107.15,9.28,51.06,3.33,4.15,4.74,7.98,2.61,-1,-1,-1,4.33,3.09,31.36,-1
1643,50.28,54.39,46.24,16.34,4.07,-1,1.83,1.57,2.84,1.76,-1,196.72,9.12,60.83,3.46,4.22,4.32,-1,2.6,-1,-1,2.82,3.86,3.21,31.07,8.59
1644,48.27,51.94,43.75,17.08,4.06,-1,1.93,1.11,1.89,2.28,-1,85.61,9.8,41.04,3.09,4.32,5.94,8.06,2.61,-1,8,2.55,4.27,3.17,37.1,7.86
1645,47.96,54.43,41.98,14.93,4.08,-1,2.14,1.26,2.71,2.04,-1,71.29,9.91,41.45,2.91,4.59,4.05,-1,2.59,-1,9,-1,3.49,2.77,30.7,7.26
1646,51.11,58.73,43.64,16.52,4.55,-1,2.38,1.53,2.58,1.56,-1,49.7,8.87,42.15,2.51,4.59,5.94,-1,2.64,-1,-1,2.71,3.95,2.62,30.81,8.86
1647,62.66,77.69,49.59,18.77,6.34,-1,3.19,1.72,3.3,3.15,-1,63.19,10.15,44.28,-1,5.05,-1,10.12,2.93,2.73,-1,3.91,4.62,-1,38.35,9.19
1648,72.15,93.16,57.49,17.16,7.41,-1,3.52,2.46,4.64,3.07,-1,102.06,12.8,54.61,7.31,5.49,-1,11.78,3.1,2.73,-1,2.9,4.57,-1,37,7.96
1649,70.27,84.21,59.48,19.07,6.83,-1,3.27,2.01,4.89,2.68,-1,101.95,10.74,66.27,6.39,6.39,-1,10.12,3.43,2.73,-1,2.91,4.79,-1,34.13,10.65
1650,69.56,82.61,66.25,12.32,6.63,-1,2.71,2.41,5.59,2.38,-1,179.7,11.38,81.47,7.31,6.28,6.94,-1,3.31,3.8,-1,3.11,4.38,3.52,21.53,7.05
1651,61.13,66.5,58.79,16.15,5.89,-1,2.35,1.42,3.22,2.02,-1,46.05,9.9,50.69,6.39,5.09,-1,13.73,2.83,4.09,-1,-1,4.34,3.52,30.71,8.49
1652,56.7,64.31,50.33,16.73,4.92,-1,2.27,1.73,3.98,-1,-1,114.99,9.11,49.34,-1,4.94,3.96,12.58,2.8,3.86,-1,-1,4.82,-1,30.32,9.23
1653,54.74,57.29,51.92,18.52,3.7,-1,2.14,2.05,4.4,4,-1,72.62,10.01,62.16,2.72,4.53,7.77,8.96,2.84,3.41,-1,-1,4.68,3.29,29.89,11.48
1654,44.61,42.49,46.44,16.67,2.81,-1,1.59,1.23,3.21,1.67,-1,117.3,8.86,50.28,2.69,4.59,-1,-1,2.56,3.17,-1,-1,4.27,-1,28.83,9.63
1655,42.3,41.97,40.96,17.21,2.68,-1,1.64,1.13,2.56,1.67,-1,136.3,9.99,42.27,-1,4.11,-1,-1,2.42,2.97,-1,1.88,3.91,-1,28.94,-1
1656,51,56.07,43.85,19.99,4.16,3.39,2.09,1.31,2.9,2.24,-1,134,9.98,46.33,-1,4.84,-1,9.44,2.43,2.97,-1,1.88,3.91,-1,33.62,11.89
1657,55.9,63.81,45.38,22.85,4.5,3.91,2.55,1.59,3.67,2.08,-1,177.9,10.87,45.45,3.37,5.01,-1,9.63,2.67,2.97,-1,1.92,4.14,-1,30.74,16.98
1658,59.03,69.35,49.17,18.84,5.72,3.91,2.58,1.59,3.45,2.76,-1,105.17,9.02,44.63,3.21,5.39,-1,9.72,2.74,3.32,-1,3.01,4.61,-1,26.76,13.26
1659,62.81,74.36,51.22,21.02,6.07,-1,2.86,2.11,3.51,2.38,-1,104.38,7.97,47.9,3.58,5.67,-1,9.05,3.03,3.2,-1,-1,4.84,-1,31.83,13.89
1660,57.58,67.41,48.64,17.71,5.52,3.47,2.58,1.55,3.42,2.46,-1,71.75,9.61,50.04,3.06,5.02,4.14,8.01,3.04,3.26,12,3.24,5.29,2.85,28.74,10.91
1661,61.12,73.1,49.34,20.23,6.21,6.25,2.95,1.5,3.15,1.63,-1,77.12,9.16,43.25,3.18,4.91,4.14,11.34,2.91,3.26,12,3.24,5.44,3.49,36.24,11.3
1662,64.31,81.26,49.09,20.25,7.24,4.17,3.09,1.95,3.65,2.27,-1,62.53,8.8,43.24,3.06,4.77,5.66,10.58,2.93,3.09,10.67,2.92,5.36,3.24,35.04,11.7
